id,name,keywords
118f,Caramello- Intense Matte Lip color,"['women', 'lady', 'girl', 'girls', 'make', 'up', 'makeup', 'wear', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'casusal', 'semi', 'formal', 'type', 'colour', 'color', 'family', 'shade', 'name', 'formulation', 'finish', 'features', 'feature', 'natural', 'cosmetic', 'cosmetics', 'product', 'products', 'india', 'star', 'struck', 'starstruck', 'by', 'sunny', 'leone', 'sl', 'caramello', 'intense', 'matte', 'lip', 'stick', 'lipstick', 'caramel', 'nude']"
1192,Kiss Me Pink- Intense Matte Lip color,"['women', 'lady', 'girl', 'girls', 'make', 'up', 'makeup', 'wear', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'casusal', 'semi', 'formal', 'type', 'colour', 'color', 'family', 'shade', 'name', 'formulation', 'finish', 'features', 'feature', 'natural', 'cosmetic', 'cosmetics', 'product', 'products', 'india', 'star', 'struck', 'starstruck', 'by', 'sunny', 'leone', 'sl', 'kiss', 'me', 'pink', 'intense', 'matte', 'lip', 'moisturising']"
1198,Stellar Eyes Volumizing Mascara,"['women', 'lady', 'girl', 'girls', 'make', 'up', 'makeup', 'wear', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'casusal', 'semi', 'formal', 'type', 'colour', 'color', 'family', 'shade', 'name', 'formulation', 'finish', 'features', 'feature', 'natural', 'cosmetic', 'cosmetics', 'product', 'products', 'india', 'star', 'struck', 'starstruck', 'by', 'sunny', 'leone', 'sl', 'stellar', 'eyes', 'volumizing', 'mascara', 'eye', 'lashes']"
119b,Baby Doll- Liquid Lip Color,"['women', 'lady', 'girl', 'girls', 'make', 'up', 'makeup', 'wear', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'casusal', 'semi', 'formal', 'type', 'colour', 'color', 'family', 'shade', 'name', 'formulation', 'finish', 'features', 'feature', 'natural', 'cosmetic', 'cosmetics', 'product', 'products', 'india', 'star', 'struck', 'starstruck', 'by', 'sunny', 'leone', 'sl', 'baby', 'doll', 'liquid', 'lip', 'lglossy', 'gloss']"
119e,Cherry Bomb- Liquid Lip Color,"['women', 'lady', 'girl', 'girls', 'make', 'up', 'makeup', 'wear', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'casusal', 'semi', 'formal', 'type', 'colour', 'color', 'family', 'shade', 'name', 'formulation', 'finish', 'features', 'feature', 'natural', 'cosmetic', 'cosmetics', 'product', 'products', 'india', 'star', 'struck', 'starstruck', 'by', 'sunny', 'leone', 'sl', 'cherry', 'bomb', 'liquid', 'lip', 'glossy', 'moisturising']"
11a1,Black Off-shoulder Crop Top,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'black', 'sweetheart ', 'puff sleeves ', 'black ', 'gathered puff', 'mezenor']"
11af,Wild Cherry- Liquid Lip Color,"['women', 'lady', 'girl', 'girls', 'make', 'up', 'makeup', 'wear', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'casusal', 'semi', 'formal', 'type', 'colour', 'color', 'family', 'shade', 'name', 'formulation', 'finish', 'features', 'feature', 'natural', 'cosmetic', 'cosmetics', 'product', 'products', 'india', 'star', 'struck', 'starstruck', 'by', 'sunny', 'leone', 'sl', 'wild', 'cherry', 'liquid', 'lip', 'shea', 'butter', 'jojoba', 'oil']"
11b2,Green Ruffle Peplum Crop Top,"['women', 'lady', 'girl', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'crop', 'crepe', 'sleveless', 'strap', 'adjustable strap', 'printed ', 'green', 'georgette ', 'mezenor ']"
11bf,Baby Doll- Liquid Lip Color & Lip Liner,"['women', 'lady', 'girl', 'girls', 'make', 'up', 'makeup', 'wear', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'casusal', 'semi', 'formal', 'type', 'colour', 'color', 'family', 'shade', 'name', 'formulation', 'finish', 'features', 'feature', 'natural', 'cosmetic', 'cosmetics', 'product', 'products', 'india', 'star', 'struck', 'starstruck', 'by', 'sunny', 'leone', 'sl', 'baby', 'doll', '2', 'piece', 'set', 'gloss', 'glossy', 'lip', 'lips', 'liquid', 'liner']"
11c2,Printed Cross Back Top,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'printed ', 'cross back top', 'back top', 'sleeveless ', 'halter neck', 'halter', 'mezenor ']"
11cf,Floral Print Crop Top,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'flared ', 'red ', 'v neck', 'mezenor ', 'floral', 'crop']"
11dc,Cherry Bomb- Liquid Lip Color & Lip Liner,"['women', 'lady', 'girl', 'girls', 'make', 'up', 'makeup', 'wear', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'casusal', 'semi', 'formal', 'type', 'colour', 'color', 'family', 'shade', 'name', 'formulation', 'finish', 'features', 'feature', 'natural', 'cosmetic', 'cosmetics', 'product', 'products', 'india', 'star', 'struck', 'starstruck', 'by', 'sunny', 'leone', 'sl', 'cherry', 'bomb', 'liquid', '&', 'lip', 'liner', 'gloss', 'glossy']"
11e0,Sugar Plum- Liquid Lip Color & Lip Liner,"['women', 'lady', 'girl', 'girls', 'make', 'up', 'makeup', 'wear', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'casusal', 'semi', 'formal', 'type', 'colour', 'color', 'family', 'shade', 'name', 'formulation', 'finish', 'features', 'feature', 'natural', 'cosmetic', 'cosmetics', 'product', 'products', 'india', 'star', 'struck', 'starstruck', 'by', 'sunny', 'leone', 'sl', 'sugar', 'plum', 'liquid', 'lip', '&', 'liner', 'gloss', 'glossy', 'shea', 'butter', 'jojoba', 'oil']"
11e3,Green Off-shoulder Crop Top,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'off shoulder ', 'full sleeves ', 'green', 'ruffle ', 'georgette', 'green', 'mezenor ']"
11f0,Pink Flare Sleeves Crop Top,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'pink', 'floral', 'flared ', 'crop', 'mezenor ']"
11fd,Orange Printed Boho Top,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'orange printed ', 'blue print ', 'bell', 'bell sleeves ', 'side zip', 'bodycon ', 'square ', 'square neck', 'elongated ', 'mezenor ']"
120a,Grey Beaded Co-ord Set,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'grey', 'skirt', 'co ord', 'co ord set', 'no pocket ', 'strap ', 'mezenor ']"
1217,Satin Slip Dress,"['women', 'lady', 'girl', 'clothing', 'dress', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'bold', 'goofy', 'print', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'golden', 'satin', 'golden chain', 'shift ', 'mezenor ']"
1224,Floral A-Line Dress,"['women', 'lady', 'girl', 'clothing', 'dress', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'bold', 'goofy', 'print', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'square ', 'printed', 'blue', 'strap', 'mezenor ']"
1231,One Shoulder White Top,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'white', 'shoulder ', 'ruffled ', 'floral ', 'puff ', 'puff sleeves ', 'mezenor ']"
123e,Olive Green Flare Dress,"['women', 'lady', 'girl', 'clothing', 'dress', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'bold', 'goofy', 'print', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'mezenor ']"
124b,Blazer Co-ord Set,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'teal', 'collared ', 'short', 'crop shirt', 'crepe', 'half sleeves ', 'green', 'mezenor']"
1258,White Georgette Shirt,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'white', 'shirt', 'collared', 'mezenor ']"
1261,Black Check Corset,"['women', 'lady', 'girl', 'clothing', 'dress', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'collar', 'pattern', 'colour', 'color', 'black ', 'checked ', 'full sleeves', 'checks ', 'jacquard ', 'corset ', 'mezenor', 'mezenor ']"
126e,Blue Georgette Gathered Dress,"['women', 'lady', 'girl', 'clothing', 'dress', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'bold', 'goofy', 'print', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'blue', 'georgette ', 'gathered ', 'floral ', 'off shoulder ', 'puff ', 'mini', 'mezenor ']"
127b,Black Georgette Corset Dress,"['women', 'lady', 'girl', 'clothing', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'bold', 'goofy', 'print', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'black ', 'georgette ', 'corset ', 'bodycon ', 'mezenor ']"
1288,White Pleated Shirt Dress,"['women', 'lady', 'girl', 'clothing', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'bold', 'goofy', 'print', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'shirt', 'dress', 'white', 'full sleeves', 'crepe', 'puff', 'v neck', 'v', 'mezenor ', 'mezenor women', 'mezenor']"
1295,Mint Green Boho Top,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'puff', 'gathered ', 'full sleeves ', 'green', 'wide square ', 'mezenor ']"
12b4,Honey-comb Jumpsuit,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'crepe', 'honey ', 'jumpsuit ', 'off shoulder ', 'flared', 'bell', 'white', 'mezenor ']"
12c1,Honey-comb Co-ord Set,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'co ord', 'beige', 'flared', 'white', 'honey', 'mezenor ']"
12ce,Front Slit Black pants,"['women', 'lady', 'girl', 'clothing', 'dress', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'length', 'waist', 'rise', 'fit', 'pattern', 'colour', 'color', 'slit', 'flared', 'black', 'crepe', 'textured', 'high', 'waist ', 'side zip', 'flare', 'slit', 'mezenor ']"
12db,Blush Corset Dress,"['women', 'lady', 'girl', 'clothing', 'dress', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'bold', 'goofy', 'print', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'crepe ', 'textured', 'pink', 'sweetheart ', 'puff ', 'puff', 'fit', 'flare', 'back zip', 'handwash ', 'mezenor ']"
12e8,Satin Cowl Dress,"['women', 'lady', 'girl', 'clothing', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'bold', 'goofy', 'print', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'satin', 'green', 'solid', 'adjustable strap', 'straight', 'cowl ', 'cowl neck', 'mezenor ']"
12f5,Pink Halter Rib Top,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'cotton', 'solid', 'halter', 'halter neck', 'sleeveless ', 'bodycon', 'back button', 'pink', 'ribbed', 'mezenor ', 'rib']"
1302,Organza Sleeves Crop Top,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'mezenor ']"
130f,White Shorts,"['women', 'lady', 'girl', 'clothing', 'dress', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'presentation', 'shaadi', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'length', 'waist', 'rise', 'fit', 'pattern', 'colour', 'color', 'crepe', 'shorts', 'white', 'fixed', 'mezenor ']"
131c,Maroon Ruffle Dress,"['women', 'lady', 'girl', 'clothing', 'dress', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'bold', 'goofy', 'print', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'maroon', 'flared ', 'sleeveless ', 'round neck ', 'solid', 'crepe', 'back zip', 'mezenor ']"
1341,Wine Waist Cut-out Dress,"['women', 'lady', 'girl', 'clothing', 'dress', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'bold', 'goofy', 'print', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'crepe', 'v neck ', 'bell sleeves ', 'bell', 'wine', 'v neck', 'cotton', 'purple', 'back zip', 'mezenor ']"
134e,White Organza Co-ord Set,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'co ords', 'crepe', 'textured', 'organza ', 'sleeves ', 'fixed ', 'front button', 'handwash ', 'crepe ', 'collar ', 'mezenor ']"
134f,Wild Cherry- Liquid Lip Color & Lip Liner,"['women', 'lady', 'girl', 'girls', 'make', 'up', 'makeup', 'wear', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'casusal', 'semi', 'formal', 'type', 'colour', 'color', 'family', 'shade', 'name', 'formulation', 'finish', 'features', 'feature', 'natural', 'cosmetic', 'cosmetics', 'product', 'products', 'india', 'star', 'struck', 'starstruck', 'by', 'sunny', 'leone', 'sl', 'wild', 'cherry', 'liquid', 'lip', '&', 'liner']"
135e,Floral Cami Top,"['women', 'lady', 'girl', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'red', 'adjustable ', 'strap', 'bodycon', 'smocking ', 'crepe', 'mezenor ']"
136b,Caramello- Liquid Lip Color & Lip Liner,"['women', 'lady', 'girl', 'girls', 'make', 'up', 'makeup', 'wear', 'school', 'college', 'party', 'office', 'meeting', 'meetings', 'shaadi', 'trip', 'travel', 'function', 'long', 'lasting', 'trendy', 'quirky', 'stylish', 'outdoor', 'event', 'design', 'casusal', 'semi', 'formal', 'type', 'colour', 'color', 'family', 'shade', 'name', 'formulation', 'finish', 'features', 'feature', 'natural', 'cosmetic', 'cosmetics', 'product', 'products', 'india', 'star', 'struck', 'starstruck', 'by', 'sunny', 'leone', 'sl', 'caramello', 'liquid', 'lip', '&', 'liner']"
136c,Red Rayon Cami Top,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'rayon', 'red', 'solid', 'square ', 'square neck', 'adjustable ', 'adjustable strap', 'strap ', 'bodycon', 'mezenor ']"
1379,Zebra Print Cami Top,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'crepe', 'cotton', 'striped', 'square neck', 'zebra ', 'cami', 'mezenor ']"
1386,White and Black Striped Cami Top,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'mezenor ']"
1393,Blue Elephant Cami Top,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'blue', 'cami ', 'cotton', 'animal print', 'animal ', 'square ', 'square neck', 'adjustable strap', 'bodycon', 'smocking ', 'back', 'mezenor ']"
13a0,Blue Floral Cami Top,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'crepe', 'floral', 'cami', 'blue', 'square neck', 'square ', 'bodycon ', 'adjustable ', 'adjustable strap ', 'mezenor ']"
13ad,Blue and White Stripes Cami Top,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'crepe ', 'stripes ', 'square ', 'square neck', 'cotton', 'bodycon', 'smocking at back', 'smocking ', 'striped ', 'strips ', 'mezenor ']"
13ba,Front Slit Crop Top,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'chiffon ', 'printed ', 'sweetheart ', 'flared', 'flare', 'cotton', 'front button', 'button', 'multicolored', 'mezenor ', 'floral ']"
13c7,Yellow Front Slit Top,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'georgette ', 'floral ', 'floral print ', 'sweetheart ', 'flared', 'flare ', 'flare sleeves ', 'cotton', 'front button', 'mezenor ', 'yellow', 'net']"
13e0,One Shoulder Tie Dye Dress,"['women', 'lady', 'girl', 'clothing', 'dress', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'bold', 'goofy', 'print', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'white', 'bodycon', 'tie dye', 'one shoulder ', 'cotton ', 'mini', 'mezenor ']"
13ed,Tie-Dye Co-ord Set,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'cotton', 'bodycon', 'co ord set', 'side zip', 'white', 'square ', 'square neck', 'tie dye ', 'mezenor ']"
13fa,Cowl Halter Dress,"['women', 'lady', 'girl', 'dress', 'clothing', 'top', 'tops', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'goofy', 'print', 'bold', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'blue', 'straight ', 'sleeveless ', 'back tie knot', 'back tie', 'tie knot', 'mezenor', 'backless ', 'backless dress']"
1407,Floral Ruffle Dress,"['women', 'lady', 'girl', 'clothing', 'dress', 'dresses', 'wear', 'function', 'school', 'college', 'party', 'office', 'trip', 'travel', 'comfort', 'soft', 'trendy', 'quirky', 'stylish', 'bold', 'goofy', 'print', 'outdoor', 'event', 'design', 'graphic', 'plain', 'casual', 'semi', 'formal', 'fabric', 'pattern', 'georgette ', 'floral ', 'square ', 'square neck', 'tie up', 'strap', 'side zip', 'mezenor ', 'georgette ']"
